Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving 
29-01-2026;16:00:00;29-01-2026;16:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,358;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;16:00:00;29-01-2026;16:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;16:15:00;29-01-2026;16:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,216;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;16:15:00;29-01-2026;16:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;16:30:00;29-01-2026;16:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,256;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;16:30:00;29-01-2026;16:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;16:45:00;29-01-2026;17:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,383;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;16:45:00;29-01-2026;17:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;17:00:00;29-01-2026;17:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,291;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;17:00:00;29-01-2026;17:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;17:15:00;29-01-2026;17:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,245;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;17:15:00;29-01-2026;17:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;17:30:00;29-01-2026;17:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,355;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;17:30:00;29-01-2026;17:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;17:45:00;29-01-2026;18:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,226;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;17:45:00;29-01-2026;18:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;18:00:00;29-01-2026;18:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,384;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;18:00:00;29-01-2026;18:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;18:15:00;29-01-2026;18:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,457;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;18:15:00;29-01-2026;18:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;18:30:00;29-01-2026;18:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,992;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;18:30:00;29-01-2026;18:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;18:45:00;29-01-2026;19:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,548;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;18:45:00;29-01-2026;19:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;19:00:00;29-01-2026;19:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,360;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;19:00:00;29-01-2026;19:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;19:15:00;29-01-2026;19:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,427;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;19:15:00;29-01-2026;19:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;19:30:00;29-01-2026;19:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,282;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;19:30:00;29-01-2026;19:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;19:45:00;29-01-2026;20:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,332;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;19:45:00;29-01-2026;20:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;20:00:00;29-01-2026;20:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,370;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;20:00:00;29-01-2026;20:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;20:15:00;29-01-2026;20:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,321;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;20:15:00;29-01-2026;20:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;20:30:00;29-01-2026;20:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,461;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;20:30:00;29-01-2026;20:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;20:45:00;29-01-2026;21:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,276;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;20:45:00;29-01-2026;21:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;21:00:00;29-01-2026;21:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,326;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;21:00:00;29-01-2026;21:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;21:15:00;29-01-2026;21:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,335;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;21:15:00;29-01-2026;21:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;21:30:00;29-01-2026;21:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,218;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;21:30:00;29-01-2026;21:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;21:45:00;29-01-2026;22:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,211;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;21:45:00;29-01-2026;22:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;22:00:00;29-01-2026;22:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,188;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;22:00:00;29-01-2026;22:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;22:15:00;29-01-2026;22:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,202;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;22:15:00;29-01-2026;22:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;22:30:00;29-01-2026;22:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,312;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;22:30:00;29-01-2026;22:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;22:45:00;29-01-2026;23:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,299;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;22:45:00;29-01-2026;23:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;23:00:00;29-01-2026;23:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,247;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;23:00:00;29-01-2026;23:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;23:15:00;29-01-2026;23:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,197;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;23:15:00;29-01-2026;23:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;23:30:00;29-01-2026;23:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,201;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;23:30:00;29-01-2026;23:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;23:45:00;30-01-2026;00:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,244;kWh;Uitgelezen;Hoofdverblijf
29-01-2026;23:45:00;30-01-2026;00:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;00:00:00;30-01-2026;00:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,190;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;00:00:00;30-01-2026;00:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;00:15:00;30-01-2026;00:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,228;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;00:15:00;30-01-2026;00:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;00:30:00;30-01-2026;00:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,223;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;00:30:00;30-01-2026;00:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;00:45:00;30-01-2026;01:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,249;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;00:45:00;30-01-2026;01:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;01:00:00;30-01-2026;01:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,572;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;01:00:00;30-01-2026;01:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;01:15:00;30-01-2026;01:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,314;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;01:15:00;30-01-2026;01:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;01:30:00;30-01-2026;01:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,332;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;01:30:00;30-01-2026;01:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;01:45:00;30-01-2026;02:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,206;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;01:45:00;30-01-2026;02:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;02:00:00;30-01-2026;02:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,615;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;02:00:00;30-01-2026;02:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;02:15:00;30-01-2026;02:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,491;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;02:15:00;30-01-2026;02:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;02:30:00;30-01-2026;02:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,314;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;02:30:00;30-01-2026;02:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;02:45:00;30-01-2026;03:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,204;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;02:45:00;30-01-2026;03:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;03:00:00;30-01-2026;03:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,441;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;03:00:00;30-01-2026;03:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;03:15:00;30-01-2026;03:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,532;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;03:15:00;30-01-2026;03:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;03:30:00;30-01-2026;03:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,223;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;03:30:00;30-01-2026;03:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;03:45:00;30-01-2026;04:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,384;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;03:45:00;30-01-2026;04:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;04:00:00;30-01-2026;04:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,399;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;04:00:00;30-01-2026;04:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;04:15:00;30-01-2026;04:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,204;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;04:15:00;30-01-2026;04:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;04:30:00;30-01-2026;04:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,303;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;04:30:00;30-01-2026;04:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;04:45:00;30-01-2026;05:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,639;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;04:45:00;30-01-2026;05:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;05:00:00;30-01-2026;05:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,309;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;05:00:00;30-01-2026;05:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;05:15:00;30-01-2026;05:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,403;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;05:15:00;30-01-2026;05:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;05:30:00;30-01-2026;05:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,321;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;05:30:00;30-01-2026;05:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;05:45:00;30-01-2026;06:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,697;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;05:45:00;30-01-2026;06:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;06:00:00;30-01-2026;06:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,298;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;06:00:00;30-01-2026;06:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;06:15:00;30-01-2026;06:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,348;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;06:15:00;30-01-2026;06:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;06:30:00;30-01-2026;06:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,472;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;06:30:00;30-01-2026;06:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;06:45:00;30-01-2026;07:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,414;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;06:45:00;30-01-2026;07:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;07:00:00;30-01-2026;07:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,590;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;07:00:00;30-01-2026;07:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;07:15:00;30-01-2026;07:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,331;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;07:15:00;30-01-2026;07:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;07:30:00;30-01-2026;07:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,598;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;07:30:00;30-01-2026;07:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;07:45:00;30-01-2026;08:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,376;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;07:45:00;30-01-2026;08:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;08:00:00;30-01-2026;08:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;1,163;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;08:00:00;30-01-2026;08:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;08:15:00;30-01-2026;08:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,802;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;08:15:00;30-01-2026;08:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;08:30:00;30-01-2026;08:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,414;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;08:30:00;30-01-2026;08:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;08:45:00;30-01-2026;09:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,363;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;08:45:00;30-01-2026;09:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;09:00:00;30-01-2026;09:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,238;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;09:00:00;30-01-2026;09:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;09:15:00;30-01-2026;09:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,757;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;09:15:00;30-01-2026;09:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;09:30:00;30-01-2026;09:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,187;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;09:30:00;30-01-2026;09:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;09:45:00;30-01-2026;10:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,169;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;09:45:00;30-01-2026;10:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,004;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;10:00:00;30-01-2026;10:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,087;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;10:00:00;30-01-2026;10:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,027;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;10:15:00;30-01-2026;10:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,116;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;10:15:00;30-01-2026;10:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,048;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;10:30:00;30-01-2026;10:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,009;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;10:30:00;30-01-2026;10:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,159;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;10:45:00;30-01-2026;11:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,048;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;10:45:00;30-01-2026;11:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,079;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;11:00:00;30-01-2026;11:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,265;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;11:00:00;30-01-2026;11:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,045;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;11:15:00;30-01-2026;11:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,188;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;11:15:00;30-01-2026;11:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,008;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;11:30:00;30-01-2026;11:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,168;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;11:30:00;30-01-2026;11:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,046;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;11:45:00;30-01-2026;12:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,026;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;11:45:00;30-01-2026;12:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,048;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;12:00:00;30-01-2026;12:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,588;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;12:00:00;30-01-2026;12:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,002;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;12:15:00;30-01-2026;12:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,539;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;12:15:00;30-01-2026;12:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
30-01-2026;12:30:00;30-01-2026;12:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,139;kWh;Uitgelezen;Hoofdverblijf
