Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving 
05-03-2026;20:15:00;05-03-2026;20:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,187;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;20:15:00;05-03-2026;20:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;20:30:00;05-03-2026;20:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,188;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;20:30:00;05-03-2026;20:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;20:45:00;05-03-2026;21:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,173;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;20:45:00;05-03-2026;21:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;21:00:00;05-03-2026;21:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,114;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;21:00:00;05-03-2026;21:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;21:15:00;05-03-2026;21:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,094;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;21:15:00;05-03-2026;21:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;21:30:00;05-03-2026;21:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,089;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;21:30:00;05-03-2026;21:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;21:45:00;05-03-2026;22:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,085;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;21:45:00;05-03-2026;22:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;22:00:00;05-03-2026;22:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,079;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;22:00:00;05-03-2026;22:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;22:15:00;05-03-2026;22:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,091;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;22:15:00;05-03-2026;22:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;22:30:00;05-03-2026;22:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,080;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;22:30:00;05-03-2026;22:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;22:45:00;05-03-2026;23:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,062;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;22:45:00;05-03-2026;23:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;23:00:00;05-03-2026;23:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,117;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;23:00:00;05-03-2026;23:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;23:15:00;05-03-2026;23:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,491;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;23:15:00;05-03-2026;23:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;23:30:00;05-03-2026;23:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,471;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;23:30:00;05-03-2026;23:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;23:45:00;06-03-2026;00:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,228;kWh;Uitgelezen;Hoofdverblijf
05-03-2026;23:45:00;06-03-2026;00:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;00:00:00;06-03-2026;00:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,053;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;00:00:00;06-03-2026;00:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;00:15:00;06-03-2026;00:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,054;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;00:15:00;06-03-2026;00:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;00:30:00;06-03-2026;00:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,051;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;00:30:00;06-03-2026;00:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;00:45:00;06-03-2026;01:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,057;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;00:45:00;06-03-2026;01:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;01:00:00;06-03-2026;01:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,059;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;01:00:00;06-03-2026;01:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;01:15:00;06-03-2026;01:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,047;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;01:15:00;06-03-2026;01:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;01:30:00;06-03-2026;01:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,057;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;01:30:00;06-03-2026;01:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;01:45:00;06-03-2026;02:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,055;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;01:45:00;06-03-2026;02:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;02:00:00;06-03-2026;02:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,061;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;02:00:00;06-03-2026;02:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;02:15:00;06-03-2026;02:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,047;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;02:15:00;06-03-2026;02:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;02:30:00;06-03-2026;02:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,059;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;02:30:00;06-03-2026;02:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;02:45:00;06-03-2026;03:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,055;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;02:45:00;06-03-2026;03:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;03:00:00;06-03-2026;03:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,059;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;03:00:00;06-03-2026;03:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;03:15:00;06-03-2026;03:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,047;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;03:15:00;06-03-2026;03:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;03:30:00;06-03-2026;03:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,056;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;03:30:00;06-03-2026;03:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;03:45:00;06-03-2026;04:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,054;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;03:45:00;06-03-2026;04:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;04:00:00;06-03-2026;04:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,059;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;04:00:00;06-03-2026;04:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;04:15:00;06-03-2026;04:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,054;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;04:15:00;06-03-2026;04:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;04:30:00;06-03-2026;04:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,051;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;04:30:00;06-03-2026;04:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;04:45:00;06-03-2026;05:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,053;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;04:45:00;06-03-2026;05:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;05:00:00;06-03-2026;05:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,058;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;05:00:00;06-03-2026;05:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;05:15:00;06-03-2026;05:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,046;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;05:15:00;06-03-2026;05:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;05:30:00;06-03-2026;05:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,059;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;05:30:00;06-03-2026;05:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;05:45:00;06-03-2026;06:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,054;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;05:45:00;06-03-2026;06:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;06:00:00;06-03-2026;06:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,056;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;06:00:00;06-03-2026;06:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;06:15:00;06-03-2026;06:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,047;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;06:15:00;06-03-2026;06:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;06:30:00;06-03-2026;06:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,055;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;06:30:00;06-03-2026;06:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;06:45:00;06-03-2026;07:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Nacht;0,064;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;06:45:00;06-03-2026;07:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;07:00:00;06-03-2026;07:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,085;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;07:00:00;06-03-2026;07:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;07:15:00;06-03-2026;07:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,067;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;07:15:00;06-03-2026;07:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;07:30:00;06-03-2026;07:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,370;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;07:30:00;06-03-2026;07:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;07:45:00;06-03-2026;08:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,237;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;07:45:00;06-03-2026;08:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;08:00:00;06-03-2026;08:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,249;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;08:00:00;06-03-2026;08:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;08:15:00;06-03-2026;08:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,126;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;08:15:00;06-03-2026;08:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;08:30:00;06-03-2026;08:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,108;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;08:30:00;06-03-2026;08:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,006;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;08:45:00;06-03-2026;09:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,075;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;08:45:00;06-03-2026;09:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,025;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;09:00:00;06-03-2026;09:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,071;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;09:00:00;06-03-2026;09:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,031;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;09:15:00;06-03-2026;09:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,064;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;09:15:00;06-03-2026;09:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,054;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;09:30:00;06-03-2026;09:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,040;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;09:30:00;06-03-2026;09:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,101;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;09:45:00;06-03-2026;10:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,023;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;09:45:00;06-03-2026;10:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,142;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;10:00:00;06-03-2026;10:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,012;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;10:00:00;06-03-2026;10:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,192;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;10:15:00;06-03-2026;10:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;10:15:00;06-03-2026;10:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,253;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;10:30:00;06-03-2026;10:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,002;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;10:30:00;06-03-2026;10:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,312;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;10:45:00;06-03-2026;11:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;10:45:00;06-03-2026;11:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,377;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;11:00:00;06-03-2026;11:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,123;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;11:00:00;06-03-2026;11:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,005;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;11:15:00;06-03-2026;11:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,066;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;11:15:00;06-03-2026;11:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,002;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;11:30:00;06-03-2026;11:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,040;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;11:30:00;06-03-2026;11:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,015;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;11:45:00;06-03-2026;12:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,021;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;11:45:00;06-03-2026;12:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,056;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;12:00:00;06-03-2026;12:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,067;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;12:00:00;06-03-2026;12:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,072;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;12:15:00;06-03-2026;12:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,238;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;12:15:00;06-03-2026;12:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;12:30:00;06-03-2026;12:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,168;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;12:30:00;06-03-2026;12:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;12:45:00;06-03-2026;13:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,191;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;12:45:00;06-03-2026;13:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;13:00:00;06-03-2026;13:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,648;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;13:00:00;06-03-2026;13:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;13:15:00;06-03-2026;13:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,007;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;13:15:00;06-03-2026;13:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,030;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;13:30:00;06-03-2026;13:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,014;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;13:30:00;06-03-2026;13:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,021;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;13:45:00;06-03-2026;14:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,204;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;13:45:00;06-03-2026;14:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,116;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;14:00:00;06-03-2026;14:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;14:00:00;06-03-2026;14:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,281;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;14:15:00;06-03-2026;14:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,002;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;14:15:00;06-03-2026;14:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,275;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;14:30:00;06-03-2026;14:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;14:30:00;06-03-2026;14:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,236;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;14:45:00;06-03-2026;15:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,003;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;14:45:00;06-03-2026;15:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,208;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;15:00:00;06-03-2026;15:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;15:00:00;06-03-2026;15:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,699;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;15:15:00;06-03-2026;15:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,010;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;15:15:00;06-03-2026;15:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,106;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;15:30:00;06-03-2026;15:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,142;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;15:30:00;06-03-2026;15:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;15:45:00;06-03-2026;16:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,141;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;15:45:00;06-03-2026;16:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,001;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;16:00:00;06-03-2026;16:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;16:00:00;06-03-2026;16:15:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,269;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;16:15:00;06-03-2026;16:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,058;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;16:15:00;06-03-2026;16:30:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,074;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;16:30:00;06-03-2026;16:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,105;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;16:30:00;06-03-2026;16:45:00;="541448860009565337";1SAG3205067922;Digitale meter;Injectie Dag;0,000;kWh;Uitgelezen;Hoofdverblijf
06-03-2026;16:45:00;06-03-2026;17:00:00;="541448860009565337";1SAG3205067922;Digitale meter;Afname Dag;0,113;kWh;Uitgelezen;Hoofdverblijf
