Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);Metertype;Register;Volume;Eenheid;Validatiestatus
05/06/2025;13:45:00;05/06/2025;14:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;13:45:00;05/06/2025;14:00:00;Digitale meter;Injectie Dag;0,232;kWh;Uitgelezen
05/06/2025;14:00:00;05/06/2025;14:15:00;Digitale meter;Afname Dag;0,062;kWh;Uitgelezen
05/06/2025;14:00:00;05/06/2025;14:15:00;Digitale meter;Injectie Dag;0,24;kWh;Uitgelezen
05/06/2025;14:15:00;05/06/2025;14:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;14:15:00;05/06/2025;14:30:00;Digitale meter;Injectie Dag;0,246;kWh;Uitgelezen
05/06/2025;14:30:00;05/06/2025;14:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;14:30:00;05/06/2025;14:45:00;Digitale meter;Injectie Dag;0,347;kWh;Uitgelezen
05/06/2025;14:45:00;05/06/2025;15:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;14:45:00;05/06/2025;15:00:00;Digitale meter;Injectie Dag;0,425;kWh;Uitgelezen
05/06/2025;15:00:00;05/06/2025;15:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;15:00:00;05/06/2025;15:15:00;Digitale meter;Injectie Dag;0,305;kWh;Uitgelezen
05/06/2025;15:15:00;05/06/2025;15:30:00;Digitale meter;Afname Dag;0,011;kWh;Uitgelezen
05/06/2025;15:15:00;05/06/2025;15:30:00;Digitale meter;Injectie Dag;0,032;kWh;Uitgelezen
05/06/2025;15:30:00;05/06/2025;15:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;15:30:00;05/06/2025;15:45:00;Digitale meter;Injectie Dag;0,244;kWh;Uitgelezen
05/06/2025;15:45:00;05/06/2025;16:00:00;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen
05/06/2025;15:45:00;05/06/2025;16:00:00;Digitale meter;Injectie Dag;0,023;kWh;Uitgelezen
05/06/2025;16:00:00;05/06/2025;16:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;16:00:00;05/06/2025;16:15:00;Digitale meter;Injectie Dag;0,157;kWh;Uitgelezen
05/06/2025;16:15:00;05/06/2025;16:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;16:15:00;05/06/2025;16:30:00;Digitale meter;Injectie Dag;0,052;kWh;Uitgelezen
05/06/2025;16:30:00;05/06/2025;16:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;16:30:00;05/06/2025;16:45:00;Digitale meter;Injectie Dag;0,328;kWh;Uitgelezen
05/06/2025;16:45:00;05/06/2025;17:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;16:45:00;05/06/2025;17:00:00;Digitale meter;Injectie Dag;0,175;kWh;Uitgelezen
05/06/2025;17:00:00;05/06/2025;17:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;17:00:00;05/06/2025;17:15:00;Digitale meter;Injectie Dag;0,127;kWh;Uitgelezen
05/06/2025;17:15:00;05/06/2025;17:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;17:15:00;05/06/2025;17:30:00;Digitale meter;Injectie Dag;0,117;kWh;Uitgelezen
05/06/2025;17:30:00;05/06/2025;17:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;17:30:00;05/06/2025;17:45:00;Digitale meter;Injectie Dag;0,144;kWh;Uitgelezen
05/06/2025;17:45:00;05/06/2025;18:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;17:45:00;05/06/2025;18:00:00;Digitale meter;Injectie Dag;0,068;kWh;Uitgelezen
05/06/2025;18:00:00;05/06/2025;18:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
05/06/2025;18:00:00;05/06/2025;18:15:00;Digitale meter;Injectie Dag;0,067;kWh;Uitgelezen
05/06/2025;18:15:00;05/06/2025;18:30:00;Digitale meter;Afname Dag;0,003;kWh;Uitgelezen
05/06/2025;18:15:00;05/06/2025;18:30:00;Digitale meter;Injectie Dag;0,012;kWh;Uitgelezen
05/06/2025;18:30:00;05/06/2025;18:45:00;Digitale meter;Afname Dag;0,002;kWh;Uitgelezen
05/06/2025;18:30:00;05/06/2025;18:45:00;Digitale meter;Injectie Dag;0,023;kWh;Uitgelezen
05/06/2025;18:45:00;05/06/2025;19:00:00;Digitale meter;Afname Dag;0,059;kWh;Uitgelezen
05/06/2025;18:45:00;05/06/2025;19:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;19:00:00;05/06/2025;19:15:00;Digitale meter;Afname Dag;0,058;kWh;Uitgelezen
05/06/2025;19:00:00;05/06/2025;19:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;19:15:00;05/06/2025;19:30:00;Digitale meter;Afname Dag;0,083;kWh;Uitgelezen
05/06/2025;19:15:00;05/06/2025;19:30:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;19:30:00;05/06/2025;19:45:00;Digitale meter;Afname Dag;0,078;kWh;Uitgelezen
05/06/2025;19:30:00;05/06/2025;19:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;19:45:00;05/06/2025;20:00:00;Digitale meter;Afname Dag;0,06;kWh;Uitgelezen
05/06/2025;19:45:00;05/06/2025;20:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;20:00:00;05/06/2025;20:15:00;Digitale meter;Afname Dag;0,081;kWh;Uitgelezen
05/06/2025;20:00:00;05/06/2025;20:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;20:15:00;05/06/2025;20:30:00;Digitale meter;Afname Dag;0,054;kWh;Uitgelezen
05/06/2025;20:15:00;05/06/2025;20:30:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;20:30:00;05/06/2025;20:45:00;Digitale meter;Afname Dag;0,084;kWh;Uitgelezen
05/06/2025;20:30:00;05/06/2025;20:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;20:45:00;05/06/2025;21:00:00;Digitale meter;Afname Dag;0,081;kWh;Uitgelezen
05/06/2025;20:45:00;05/06/2025;21:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;21:00:00;05/06/2025;21:15:00;Digitale meter;Afname Dag;0,092;kWh;Uitgelezen
05/06/2025;21:00:00;05/06/2025;21:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;21:15:00;05/06/2025;21:30:00;Digitale meter;Afname Dag;0,099;kWh;Uitgelezen
05/06/2025;21:15:00;05/06/2025;21:30:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;21:30:00;05/06/2025;21:45:00;Digitale meter;Afname Dag;0,049;kWh;Uitgelezen
05/06/2025;21:30:00;05/06/2025;21:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;21:45:00;05/06/2025;22:00:00;Digitale meter;Afname Dag;0,051;kWh;Uitgelezen
05/06/2025;21:45:00;05/06/2025;22:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
05/06/2025;22:00:00;05/06/2025;22:15:00;Digitale meter;Afname Nacht;0,015;kWh;Uitgelezen
05/06/2025;22:00:00;05/06/2025;22:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
05/06/2025;22:15:00;05/06/2025;22:30:00;Digitale meter;Afname Nacht;0,029;kWh;Uitgelezen
05/06/2025;22:15:00;05/06/2025;22:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
05/06/2025;22:30:00;05/06/2025;22:45:00;Digitale meter;Afname Nacht;0,022;kWh;Uitgelezen
05/06/2025;22:30:00;05/06/2025;22:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
05/06/2025;22:45:00;05/06/2025;23:00:00;Digitale meter;Afname Nacht;0,018;kWh;Uitgelezen
05/06/2025;22:45:00;05/06/2025;23:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
05/06/2025;23:00:00;05/06/2025;23:15:00;Digitale meter;Afname Nacht;0,039;kWh;Uitgelezen
05/06/2025;23:00:00;05/06/2025;23:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
05/06/2025;23:15:00;05/06/2025;23:30:00;Digitale meter;Afname Nacht;0,019;kWh;Uitgelezen
05/06/2025;23:15:00;05/06/2025;23:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
05/06/2025;23:30:00;05/06/2025;23:45:00;Digitale meter;Afname Nacht;0,036;kWh;Uitgelezen
05/06/2025;23:30:00;05/06/2025;23:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
05/06/2025;23:45:00;06/06/2025;00:00:00;Digitale meter;Afname Nacht;0,013;kWh;Uitgelezen
05/06/2025;23:45:00;06/06/2025;00:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;00:00:00;06/06/2025;00:15:00;Digitale meter;Afname Nacht;0,024;kWh;Uitgelezen
06/06/2025;00:00:00;06/06/2025;00:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;00:15:00;06/06/2025;00:30:00;Digitale meter;Afname Nacht;0,024;kWh;Uitgelezen
06/06/2025;00:15:00;06/06/2025;00:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;00:30:00;06/06/2025;00:45:00;Digitale meter;Afname Nacht;0,017;kWh;Uitgelezen
06/06/2025;00:30:00;06/06/2025;00:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;00:45:00;06/06/2025;01:00:00;Digitale meter;Afname Nacht;0,047;kWh;Uitgelezen
06/06/2025;00:45:00;06/06/2025;01:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;01:00:00;06/06/2025;01:15:00;Digitale meter;Afname Nacht;0,011;kWh;Uitgelezen
06/06/2025;01:00:00;06/06/2025;01:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;01:15:00;06/06/2025;01:30:00;Digitale meter;Afname Nacht;0,032;kWh;Uitgelezen
06/06/2025;01:15:00;06/06/2025;01:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;01:30:00;06/06/2025;01:45:00;Digitale meter;Afname Nacht;0,016;kWh;Uitgelezen
06/06/2025;01:30:00;06/06/2025;01:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;01:45:00;06/06/2025;02:00:00;Digitale meter;Afname Nacht;0,021;kWh;Uitgelezen
06/06/2025;01:45:00;06/06/2025;02:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;02:00:00;06/06/2025;02:15:00;Digitale meter;Afname Nacht;0,028;kWh;Uitgelezen
06/06/2025;02:00:00;06/06/2025;02:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;02:15:00;06/06/2025;02:30:00;Digitale meter;Afname Nacht;0,02;kWh;Uitgelezen
06/06/2025;02:15:00;06/06/2025;02:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;02:30:00;06/06/2025;02:45:00;Digitale meter;Afname Nacht;0,044;kWh;Uitgelezen
06/06/2025;02:30:00;06/06/2025;02:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;02:45:00;06/06/2025;03:00:00;Digitale meter;Afname Nacht;0,011;kWh;Uitgelezen
06/06/2025;02:45:00;06/06/2025;03:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;03:00:00;06/06/2025;03:15:00;Digitale meter;Afname Nacht;0,027;kWh;Uitgelezen
06/06/2025;03:00:00;06/06/2025;03:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;03:15:00;06/06/2025;03:30:00;Digitale meter;Afname Nacht;0,021;kWh;Uitgelezen
06/06/2025;03:15:00;06/06/2025;03:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;03:30:00;06/06/2025;03:45:00;Digitale meter;Afname Nacht;0,015;kWh;Uitgelezen
06/06/2025;03:30:00;06/06/2025;03:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;03:45:00;06/06/2025;04:00:00;Digitale meter;Afname Nacht;0,04;kWh;Uitgelezen
06/06/2025;03:45:00;06/06/2025;04:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;04:00:00;06/06/2025;04:15:00;Digitale meter;Afname Nacht;0,019;kWh;Uitgelezen
06/06/2025;04:00:00;06/06/2025;04:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;04:15:00;06/06/2025;04:30:00;Digitale meter;Afname Nacht;0,033;kWh;Uitgelezen
06/06/2025;04:15:00;06/06/2025;04:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;04:30:00;06/06/2025;04:45:00;Digitale meter;Afname Nacht;0,015;kWh;Uitgelezen
06/06/2025;04:30:00;06/06/2025;04:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;04:45:00;06/06/2025;05:00:00;Digitale meter;Afname Nacht;0,02;kWh;Uitgelezen
06/06/2025;04:45:00;06/06/2025;05:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;05:00:00;06/06/2025;05:15:00;Digitale meter;Afname Nacht;0,027;kWh;Uitgelezen
06/06/2025;05:00:00;06/06/2025;05:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;05:15:00;06/06/2025;05:30:00;Digitale meter;Afname Nacht;0,013;kWh;Uitgelezen
06/06/2025;05:15:00;06/06/2025;05:30:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;05:30:00;06/06/2025;05:45:00;Digitale meter;Afname Nacht;0,046;kWh;Uitgelezen
06/06/2025;05:30:00;06/06/2025;05:45:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;05:45:00;06/06/2025;06:00:00;Digitale meter;Afname Nacht;0,013;kWh;Uitgelezen
06/06/2025;05:45:00;06/06/2025;06:00:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;06:00:00;06/06/2025;06:15:00;Digitale meter;Afname Nacht;0,019;kWh;Uitgelezen
06/06/2025;06:00:00;06/06/2025;06:15:00;Digitale meter;Injectie Nacht;0;kWh;Uitgelezen
06/06/2025;06:15:00;06/06/2025;06:30:00;Digitale meter;Afname Nacht;0,014;kWh;Uitgelezen
06/06/2025;06:15:00;06/06/2025;06:30:00;Digitale meter;Injectie Nacht;0,001;kWh;Uitgelezen
06/06/2025;06:30:00;06/06/2025;06:45:00;Digitale meter;Afname Nacht;0,001;kWh;Uitgelezen
06/06/2025;06:30:00;06/06/2025;06:45:00;Digitale meter;Injectie Nacht;0,01;kWh;Uitgelezen
06/06/2025;06:45:00;06/06/2025;07:00:00;Digitale meter;Afname Nacht;0,014;kWh;Uitgelezen
06/06/2025;06:45:00;06/06/2025;07:00:00;Digitale meter;Injectie Nacht;0,006;kWh;Uitgelezen
06/06/2025;07:00:00;06/06/2025;07:15:00;Digitale meter;Afname Dag;0,004;kWh;Uitgelezen
06/06/2025;07:00:00;06/06/2025;07:15:00;Digitale meter;Injectie Dag;0,015;kWh;Uitgelezen
06/06/2025;07:15:00;06/06/2025;07:30:00;Digitale meter;Afname Dag;0,105;kWh;Uitgelezen
06/06/2025;07:15:00;06/06/2025;07:30:00;Digitale meter;Injectie Dag;0,006;kWh;Uitgelezen
06/06/2025;07:30:00;06/06/2025;07:45:00;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen
06/06/2025;07:30:00;06/06/2025;07:45:00;Digitale meter;Injectie Dag;0,023;kWh;Uitgelezen
06/06/2025;07:45:00;06/06/2025;08:00:00;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen
06/06/2025;07:45:00;06/06/2025;08:00:00;Digitale meter;Injectie Dag;0,029;kWh;Uitgelezen
06/06/2025;08:00:00;06/06/2025;08:15:00;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen
06/06/2025;08:00:00;06/06/2025;08:15:00;Digitale meter;Injectie Dag;0,025;kWh;Uitgelezen
06/06/2025;08:15:00;06/06/2025;08:30:00;Digitale meter;Afname Dag;0,178;kWh;Uitgelezen
06/06/2025;08:15:00;06/06/2025;08:30:00;Digitale meter;Injectie Dag;0,029;kWh;Uitgelezen
06/06/2025;08:30:00;06/06/2025;08:45:00;Digitale meter;Afname Dag;0,268;kWh;Uitgelezen
06/06/2025;08:30:00;06/06/2025;08:45:00;Digitale meter;Injectie Dag;0,015;kWh;Uitgelezen
06/06/2025;08:45:00;06/06/2025;09:00:00;Digitale meter;Afname Dag;0,386;kWh;Uitgelezen
06/06/2025;08:45:00;06/06/2025;09:00:00;Digitale meter;Injectie Dag;0,015;kWh;Uitgelezen
06/06/2025;09:00:00;06/06/2025;09:15:00;Digitale meter;Afname Dag;0,245;kWh;Uitgelezen
06/06/2025;09:00:00;06/06/2025;09:15:00;Digitale meter;Injectie Dag;0,018;kWh;Uitgelezen
06/06/2025;09:15:00;06/06/2025;09:30:00;Digitale meter;Afname Dag;0,238;kWh;Uitgelezen
06/06/2025;09:15:00;06/06/2025;09:30:00;Digitale meter;Injectie Dag;0,025;kWh;Uitgelezen
06/06/2025;09:30:00;06/06/2025;09:45:00;Digitale meter;Afname Dag;0,441;kWh;Uitgelezen
06/06/2025;09:30:00;06/06/2025;09:45:00;Digitale meter;Injectie Dag;0,019;kWh;Uitgelezen
06/06/2025;09:45:00;06/06/2025;10:00:00;Digitale meter;Afname Dag;0,188;kWh;Uitgelezen
06/06/2025;09:45:00;06/06/2025;10:00:00;Digitale meter;Injectie Dag;0,043;kWh;Uitgelezen
06/06/2025;10:00:00;06/06/2025;10:15:00;Digitale meter;Afname Dag;0,216;kWh;Uitgelezen
06/06/2025;10:00:00;06/06/2025;10:15:00;Digitale meter;Injectie Dag;0,064;kWh;Uitgelezen
06/06/2025;10:15:00;06/06/2025;10:30:00;Digitale meter;Afname Dag;0,005;kWh;Uitgelezen
06/06/2025;10:15:00;06/06/2025;10:30:00;Digitale meter;Injectie Dag;0,219;kWh;Uitgelezen
06/06/2025;10:30:00;06/06/2025;10:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;10:30:00;06/06/2025;10:45:00;Digitale meter;Injectie Dag;0,137;kWh;Uitgelezen
06/06/2025;10:45:00;06/06/2025;11:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;10:45:00;06/06/2025;11:00:00;Digitale meter;Injectie Dag;0,184;kWh;Uitgelezen
06/06/2025;11:00:00;06/06/2025;11:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;11:00:00;06/06/2025;11:15:00;Digitale meter;Injectie Dag;0,237;kWh;Uitgelezen
06/06/2025;11:15:00;06/06/2025;11:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;11:15:00;06/06/2025;11:30:00;Digitale meter;Injectie Dag;0,202;kWh;Uitgelezen
06/06/2025;11:30:00;06/06/2025;11:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;11:30:00;06/06/2025;11:45:00;Digitale meter;Injectie Dag;0,188;kWh;Uitgelezen
06/06/2025;11:45:00;06/06/2025;12:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;11:45:00;06/06/2025;12:00:00;Digitale meter;Injectie Dag;0,128;kWh;Uitgelezen
06/06/2025;12:00:00;06/06/2025;12:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;12:00:00;06/06/2025;12:15:00;Digitale meter;Injectie Dag;0,162;kWh;Uitgelezen
06/06/2025;12:15:00;06/06/2025;12:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;12:15:00;06/06/2025;12:30:00;Digitale meter;Injectie Dag;0,308;kWh;Uitgelezen
06/06/2025;12:30:00;06/06/2025;12:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;12:30:00;06/06/2025;12:45:00;Digitale meter;Injectie Dag;0,183;kWh;Uitgelezen
06/06/2025;12:45:00;06/06/2025;13:00:00;Digitale meter;Afname Dag;0,105;kWh;Uitgelezen
06/06/2025;12:45:00;06/06/2025;13:00:00;Digitale meter;Injectie Dag;0,233;kWh;Uitgelezen
06/06/2025;13:00:00;06/06/2025;13:15:00;Digitale meter;Afname Dag;0,026;kWh;Uitgelezen
06/06/2025;13:00:00;06/06/2025;13:15:00;Digitale meter;Injectie Dag;0,42;kWh;Uitgelezen
06/06/2025;13:15:00;06/06/2025;13:30:00;Digitale meter;Afname Dag;0,002;kWh;Uitgelezen
06/06/2025;13:15:00;06/06/2025;13:30:00;Digitale meter;Injectie Dag;0,357;kWh;Uitgelezen
06/06/2025;13:30:00;06/06/2025;13:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;13:30:00;06/06/2025;13:45:00;Digitale meter;Injectie Dag;0,491;kWh;Uitgelezen
06/06/2025;13:45:00;06/06/2025;14:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;13:45:00;06/06/2025;14:00:00;Digitale meter;Injectie Dag;0,288;kWh;Uitgelezen
06/06/2025;14:00:00;06/06/2025;14:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;14:00:00;06/06/2025;14:15:00;Digitale meter;Injectie Dag;0,271;kWh;Uitgelezen
06/06/2025;14:15:00;06/06/2025;14:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;14:15:00;06/06/2025;14:30:00;Digitale meter;Injectie Dag;0,084;kWh;Uitgelezen
06/06/2025;14:30:00;06/06/2025;14:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;14:30:00;06/06/2025;14:45:00;Digitale meter;Injectie Dag;0,233;kWh;Uitgelezen
06/06/2025;14:45:00;06/06/2025;15:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;14:45:00;06/06/2025;15:00:00;Digitale meter;Injectie Dag;0,296;kWh;Uitgelezen
06/06/2025;15:00:00;06/06/2025;15:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;15:00:00;06/06/2025;15:15:00;Digitale meter;Injectie Dag;0,084;kWh;Uitgelezen
06/06/2025;15:15:00;06/06/2025;15:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;15:15:00;06/06/2025;15:30:00;Digitale meter;Injectie Dag;0,07;kWh;Uitgelezen
06/06/2025;15:30:00;06/06/2025;15:45:00;Digitale meter;Afname Dag;0,03;kWh;Uitgelezen
06/06/2025;15:30:00;06/06/2025;15:45:00;Digitale meter;Injectie Dag;0,043;kWh;Uitgelezen
06/06/2025;15:45:00;06/06/2025;16:00:00;Digitale meter;Afname Dag;0,017;kWh;Uitgelezen
06/06/2025;15:45:00;06/06/2025;16:00:00;Digitale meter;Injectie Dag;0,325;kWh;Uitgelezen
06/06/2025;16:00:00;06/06/2025;16:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;16:00:00;06/06/2025;16:15:00;Digitale meter;Injectie Dag;0,415;kWh;Uitgelezen
06/06/2025;16:15:00;06/06/2025;16:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;16:15:00;06/06/2025;16:30:00;Digitale meter;Injectie Dag;0,295;kWh;Uitgelezen
06/06/2025;16:30:00;06/06/2025;16:45:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;16:30:00;06/06/2025;16:45:00;Digitale meter;Injectie Dag;0,167;kWh;Uitgelezen
06/06/2025;16:45:00;06/06/2025;17:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;16:45:00;06/06/2025;17:00:00;Digitale meter;Injectie Dag;0,213;kWh;Uitgelezen
06/06/2025;17:00:00;06/06/2025;17:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;17:00:00;06/06/2025;17:15:00;Digitale meter;Injectie Dag;0,152;kWh;Uitgelezen
06/06/2025;17:15:00;06/06/2025;17:30:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;17:15:00;06/06/2025;17:30:00;Digitale meter;Injectie Dag;0,038;kWh;Uitgelezen
06/06/2025;17:30:00;06/06/2025;17:45:00;Digitale meter;Afname Dag;0,001;kWh;Uitgelezen
06/06/2025;17:30:00;06/06/2025;17:45:00;Digitale meter;Injectie Dag;0,012;kWh;Uitgelezen
06/06/2025;17:45:00;06/06/2025;18:00:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;17:45:00;06/06/2025;18:00:00;Digitale meter;Injectie Dag;0,347;kWh;Uitgelezen
06/06/2025;18:00:00;06/06/2025;18:15:00;Digitale meter;Afname Dag;0;kWh;Uitgelezen
06/06/2025;18:00:00;06/06/2025;18:15:00;Digitale meter;Injectie Dag;0,193;kWh;Uitgelezen
06/06/2025;18:15:00;06/06/2025;18:30:00;Digitale meter;Afname Dag;0,006;kWh;Uitgelezen
06/06/2025;18:15:00;06/06/2025;18:30:00;Digitale meter;Injectie Dag;0,042;kWh;Uitgelezen
06/06/2025;18:30:00;06/06/2025;18:45:00;Digitale meter;Afname Dag;0,054;kWh;Uitgelezen
06/06/2025;18:30:00;06/06/2025;18:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
06/06/2025;18:45:00;06/06/2025;19:00:00;Digitale meter;Afname Dag;0,04;kWh;Uitgelezen
06/06/2025;18:45:00;06/06/2025;19:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
06/06/2025;19:00:00;06/06/2025;19:15:00;Digitale meter;Afname Dag;0,07;kWh;Uitgelezen
06/06/2025;19:00:00;06/06/2025;19:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
06/06/2025;19:15:00;06/06/2025;19:30:00;Digitale meter;Afname Dag;0,085;kWh;Uitgelezen
06/06/2025;19:15:00;06/06/2025;19:30:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
06/06/2025;19:30:00;06/06/2025;19:45:00;Digitale meter;Afname Dag;0,077;kWh;Uitgelezen
06/06/2025;19:30:00;06/06/2025;19:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
06/06/2025;19:45:00;06/06/2025;20:00:00;Digitale meter;Afname Dag;0,065;kWh;Uitgelezen
06/06/2025;19:45:00;06/06/2025;20:00:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
06/06/2025;20:00:00;06/06/2025;20:15:00;Digitale meter;Afname Dag;0,058;kWh;Uitgelezen
06/06/2025;20:00:00;06/06/2025;20:15:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
06/06/2025;20:15:00;06/06/2025;20:30:00;Digitale meter;Afname Dag;0,065;kWh;Uitgelezen
06/06/2025;20:15:00;06/06/2025;20:30:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
06/06/2025;20:30:00;06/06/2025;20:45:00;Digitale meter;Afname Dag;0,062;kWh;Uitgelezen
06/06/2025;20:30:00;06/06/2025;20:45:00;Digitale meter;Injectie Dag;0;kWh;Uitgelezen
